,X,Name,Product,ML115_Empty_6hr,ML115_Empty_12hr,ML115_Empty_24hr,ML115_TE_6hr,ML115_TE_12hr,ML115_TE_24hr,LAR1_Empty_6hr,LAR1_Empty_12hr,LAR1_Empty_24hr,LAR1_TE_6hr,LAR1_TE_12hr,LAR1_TE_24hr
1295,b1326,mpaA,murein peptide amidase A,0,0,0,0.004513352,-0.171655883,-0.358692565,-0.032194168,0.153452327,-0.143854509,-0.253748475,0.892251713,0.327934475
1296,b1327,ycjY,S9 homolog non-peptidase family protein,0,0,0,-0.419938545,0.429416017,0.403745458,0.078063715,0.798759417,0.586401717,-0.008405326,3.070354626,2.709763937
1297,b1328,pgrR,murein peptide degradation regulator,0,0,0,-0.228687698,-0.226721134,-0.616023847,-0.289809944,-0.345147443,0.066678947,-0.33890922,-0.709061192,-0.796747515
1298,b1329,mppA,murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit,0,0,0,-0.08334563,-0.463988552,0.613973795,0.543839778,0.379443577,0.103652692,0.555616661,0.681418213,0.08440733
1299,b1330,ynaI,"mechanosensitive channel protein, very small conductance",0,0,0,0.402631221,-0.164839578,0.167075345,0.776552882,-0.251189286,-0.061859882,0.698648423,-0.124590916,-0.442111257
1300,b1331,insH1,IS5 transposase and trans-activator,0,0,0,0.103449988,0.528736351,2.074467668,0.617952913,-0.196068101,-0.048826072,0.085456713,-0.041520392,0.736796349
1301,b1332,ynaJ,DUF2534 family putative inner membrane protein,0,0,0,-0.58594677,1.600209405,0.294300207,-0.377772417,0.803516116,0.661708113,-0.291230773,2.219829554,0.717304081
1302,b1333,uspE,stress-induced protein,0,0,0,0.379069572,0.292331829,1.216207098,0.128666444,-0.110748058,-0.091195074,0.532190456,-0.222063301,-0.110314252
1303,b1334,fnr,oxygen-sensing anaerobic growth regulon transcriptional regulator; autorepressor,0,0,0,-0.323007707,0.002052558,-0.170025878,-0.328199173,-0.290942238,-0.458319803,0.326386288,0.019907994,-0.314807005
1304,b1335,ogt,O-6-alkylguanine-DNA:cysteine-protein methyltransferase,0,0,0,-0.011088591,0.005500339,0.429941942,-0.300663315,-0.117206584,-0.113833245,0.42594319,0.006862567,-0.096140501
1305,b1336,abgT,p-aminobenzoyl-glutamate transporter; membrane protein,0,0,0,-0.171767214,0.522562997,1.292895586,-0.074495453,0.056402485,0.713840775,0.118166219,0.371177576,0.799395676
1306,b1337,abgB,"p-aminobenzoyl-glutamate hydrolase, B subunit",0,0,0,-0.069921154,0.163089481,0.252648806,-0.546411368,-0.16291373,-0.056729932,-0.494224265,-0.273522953,-0.017331472
1307,b1338,abgA,"p-aminobenzoyl-glutamate hydrolase, A subunit",0,0,0,0.002781194,-0.570487676,0.529696084,1.272276703,-0.052415612,1.043067629,1.983573581,-0.078006155,0.905793234
1308,b1339,abgR,putative DNA-binding transcriptional regulator of abgABT operon,0,0,0,0.553980118,-0.283367632,0.396224126,0.86412732,0.559703176,1.888486517,1.792769618,0.808876955,0.296810236
1309,b4426,mcaS,-,0,0,0,2.646097613,-0.548114895,-0.864445352,1.242192591,-0.535432639,-0.26492493,-0.272297874,-0.770772977,-0.916145669
1310,b1340,smrA,DNA endonuclease,0,0,0,0.10472171,-0.137026089,-0.379275195,-0.488479838,-0.29363766,-0.594492391,-0.365784901,-0.130036957,-0.637740928
1311,b1341,ydaM,"diguanylate cyclase, csgD regulator",0,0,0,0.146907827,-0.207477024,-0.006303513,0.606862323,0.112484418,0.312108564,0.474014839,-0.13486581,-0.106026739
1312,b1342,ydaN,putative Zn(II) transporter,0,0,0,-0.227016696,-0.553198167,0.843437596,0.616354245,-0.329593948,0.439067309,0.504654525,-0.28402484,0.29738302
1313,b4699,fnrS,-,0,0,0,1.544258096,-0.417283747,-0.508423157,0.092257524,-0.494859189,-0.879420763,-0.68983495,-0.487982147,-0.656489451
1314,b1343,dbpA,"ATP-dependent RNA helicase, specific for 23S rRNA",0,0,0,-0.018598092,-0.278483343,0.208162856,2.174686571,0.024805898,-0.295577901,1.100158368,0.125326921,0.448733368
1315,b1344,ttcA,tRNA 2-thiocytidine biosynthesis protein,0,0,0,0.445321434,-0.25478516,0.38549626,2.315433722,0.1590857,0.147353991,1.120038127,-0.120382894,-0.359555008
1316,b1345,intR,Rac prophage; integrase,0,0,0,0.331604843,-0.050070078,0.061705194,-0.316972611,0.379563299,-0.233214545,-0.271106835,-0.078985644,-0.56683845
1317,b1346,ydaQ,Rac prophage; conserved protein,0,0,0,-0.140730588,-0.073145181,60878.6631,-0.323773376,0.548101711,70911.2987,0.118672458,0.016252831,19381.7936
1318,b1347,rcbA,"double-strand break reduction protein, Rac prophage",0,0,0,1.218245745,0.624155837,1.149646045,-0.174467617,0.125456959,0.940315502,1.544125226,3.343780992,-0.67946971
1319,b1348,ralR,Rac prophage; restriction alleviation protein,0,0,0,-0.999985309,0,0,-0.999985309,0,0,-0.209266097,0,0
1320,b1349,recT,Rac prophage; recombination and repair protein,0,0,0,0.128109517,-0.629668472,-0.270123335,0.310639586,0.272334372,-0.197314295,-0.453683707,0.062921164,-0.102415411
1321,b1350,recE,"Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease",0,0,0,0.458990302,-0.292036132,-0.158389381,-0.03511953,-0.198641877,-0.443353371,-0.15967709,-0.153766823,-0.50920143
1322,b1351,racC,Rac prophage; uncharacterized protein,0,0,0,-0.219111202,1.628874259,1.393712258,0.536574099,1.369730817,0.239560172,1.828953341,1.449750959,-0.56626475
1323,b4526,ydaE,Rac prophage; conserved protein,0,0,0,-0.999991878,0,0,-0.999991878,54671.1485,74374.3133,-0.710761881,33494.2136,0
1324,b1352,kilR,"Rac prophage; inhibitor of ftsZ, killing protein",0,0,0,0.24065603,-0.999979409,-0.999980442,4.046949559,-0.999979409,-0.290832152,1.68311742,-0.675843327,-0.999980442
1325,b1353,sieB,Rac prophage; phage superinfection exclusion protein,0,0,0,0.129340848,-0.475087188,2.351152083,5.651202755,0.564465629,-0.121126071,5.139559197,1.420145288,0.552816853
1326,b4527,ydaF,Rac prophage; uncharacterized protein,0,0,0,0.038364042,2.284471205,217735.5891,-0.286906487,4.15611322,19015.3066,0.052266517,4.52699564,38871.767
1327,b1355,ydaG,Rac prophage; uncharacterized protein,0,0,0,-0.999955926,0,31362.5714,2.547019265,0,17325.3936,5.953251572,16505.6488,59912.4445
1328,b1356,racR,Rac prophage; putative DNA-binding transcriptional regulator,0,0,0,0.125645052,0.27994284,1.387907492,-0.364745778,0.031345251,-0.052800028,-0.131570113,-0.308978668,-0.284076646
1329,b1357,ydaS,Rac prophage; putative DNA-binding transcriptional regulator,0,0,0,-0.09260507,0.612984597,17.52878988,0.286385801,0.309393624,0.422470052,-0.227273542,0.842459424,5.7802129
1330,b1358,ydaT,Rac prophage; uncharacterized protein,0,0,0,0.955504238,8.863127291,21.81093563,0.334870717,0.850460438,0.128801433,0.56744442,2.095520576,6.365406232
1331,b1359,ydaU,Rac prophage; conserved protein,0,0,0,0.116506728,-0.20695163,0.100219001,-0.604372853,-0.029977178,0.057816656,-0.770668236,0.02997773,-0.421726115
1332,b1360,ydaV,Rac prophage; putative DNA replication protein,0,0,0,-0.99996141,1.329069313,1.0341142,4.225283742,-0.610931688,1.682841634,2.338405527,-0.675843327,-0.999986756
1333,b4528,rzoR,Rac prophage; putative lipoprotein,0,0,0,0.614098432,0.042733628,0.261387409,0.128050613,-0.333927356,1.164242866,-0.400764205,-0.441324057,-0.58521473
1334,b1363,trkG,Rac prophage; potassium transporter subunit,0,0,0,-0.836237578,-0.29145571,-0.132052168,-0.226726986,2.028613194,0.190072712,-0.574927514,0.377318973,-0.654768205
1335,b1365,ynaK,Rac prophage; conserved protein,0,0,0,-0.824850906,-0.999958817,-0.278889009,-0.294233455,-0.221863377,-0.886721289,-0.724079121,1.150770632,-0.999994143
1336,b1372,stfR,Rac prophage; putative tail fiber protein,0,0,0,0.04973897,-0.335105846,0.232449434,0.799048307,-0.324742715,0.327747608,0.560710597,-0.297176684,0.259875262
1337,b1373,tfaR,Rac prophage; putative tail fiber assembly protein,0,0,0,0.871453777,1.72541656,3.277759706,4.170263723,0.008381368,0.39395608,1.213133275,0.857278685,-0.016113562
1338,b1374,pinR,Rac prophage; putative site-specific recombinase,0,0,0,0.912280113,-0.332658309,-0.242677875,-0.326445488,-0.442644139,0.001330956,-0.149572376,-0.431351011,-0.843034244
1339,b1375,ynaE,"cold shock protein, Rac prophage",0,0,0,-0.999987177,-0.238677956,0.862890956,0.047611202,-0.604110747,-0.543198573,-0.323139149,-0.359711221,-0.056642078
1340,b1376,uspF,"stress-induced protein, ATP-binding protein",0,0,0,0.993573699,0.859339065,0.420143419,0.390405159,-0.10566215,-0.55654761,0.237666421,0.038963144,-0.545064197
1341,b1377,ompN,"outer membrane pore protein N, non-specific",0,0,0,-0.03026516,1.859248866,1.133662685,0.686076763,0.356534229,-0.322026671,1.43016633,2.445355767,0.09168449
1342,b4427,micC,-,0,0,0,2.061150771,0.886332238,0.54455699,0.136268772,-0.166363927,1.660237655,-0.99998962,-0.472637879,-0.266988873
1343,b1378,pfo,pyruvate-flavodoxin oxidoreductase,0,0,0,-0.055725214,0.309262824,-0.199123956,-0.24862559,0.06239792,-0.221863679,-0.153302284,-0.027508266,-0.266234754
1344,b4529,ydbJ,DUF333 family putative lipoprotein,0,0,0,0.511403401,0.410952775,2.394537283,-0.623049243,-0.605418554,-0.693248932,-0.583012326,-0.579301894,-0.347394475
1345,b1379,hslJ,heat-inducible lipoprotein involved in novobiocin resistance,0,0,0,0.780441134,-0.672557038,-0.852740115,-0.488381774,-0.138979911,-0.317915193,-0.592930101,-0.512342485,-0.839263877
1346,b1380,ldhA,"fermentative D-lactate dehydrogenase, NAD-dependent",0,0,0,1.029019766,-0.310216283,-0.136735473,1.541515216,-0.36256983,0.066062286,2.185005359,-0.04847457,0.392722628
1347,b1381,ydbH,"putative membrane-anchored protein, function unknown",0,0,0,1.793082461,-0.440177546,-0.794548381,0.012420145,-0.816543154,-0.829924646,1.737901707,-0.846995444,-0.844402892
1348,b1382,ynbE,lipoprotein,0,0,0,150753.5952,0,0,54016.2928,18123.8424,0,35387.9531,0,19488.9734
1349,b1383,ydbL,DUF1318 family protein,0,0,0,-0.066154473,-0.999979409,30869.402,0.458636972,0.094077323,110384.2586,0.482015305,0.03398307,38978.9467
1350,b1384,feaR,transcriptional activator for tynA and feaB,0,0,0,-0.375313233,-0.274671488,0.234637434,0.743421803,0.13170873,0.472797904,0.692489505,1.038315138,0.361635127
1351,b1385,feaB,phenylacetaldehyde dehydrogenase,0,0,0,-0.22030796,-0.193240962,-0.132382781,0.657569328,0.452861498,0.465658442,0.964000841,-0.137407219,0.18256432
1352,b1386,tynA,"tyramine oxidase, copper-requiring",0,0,0,0.556604978,-0.278724565,-0.135147829,0.371449905,-0.01656179,0.005822843,0.350523552,-0.073606216,0.275506129
1353,b1387,paaZ,"fused oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase",0,0,0,-0.524770638,0.483211209,1.663695477,0.131566717,1.8521069,1.600035965,0.241861233,1.622922391,1.950846952
1354,b1388,paaA,"ring 1,2-phenylacetyl-CoA epoxidase subunit",0,0,0,-0.409066408,-0.213709601,-0.231165557,0.434894268,-0.084922111,0.049487225,1.217366689,-0.197632668,0.140170771
1355,b1389,paaB,"putative ring 1,2-phenylacetyl-CoA epoxidase subunit",0,0,0,-0.999985309,-0.999983084,-0.999983891,-0.592053251,2.855207173,-0.382138956,0.82232745,0.098235087,2.152754004
1356,b1390,paaC,"ring 1,2-phenylacetyl-CoA epoxidase subunit",0,0,0,-0.451477967,-0.436346628,-0.427719632,0.327972102,0.411108087,0.874125969,4.460460495,0.049433527,0.884456075
1357,b1391,paaD,"ring 1,2-phenylacetyl-CoA epoxidase subunit",0,0,0,-0.703868041,2.626609182,0.018929963,0.022683791,1.291835312,-0.135053338,-0.040474487,0.664205926,-0.517890774
1358,b1392,paaE,"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component",0,0,0,0.171138389,-0.164804619,0.05690465,0.081555131,0.352084629,0.052551706,-0.044715682,-0.448778171,0.2712535
1359,b1393,paaF,"2,3-dehydroadipyl-CoA hydratase",0,0,0,-0.363380486,0.550607438,-0.404964847,-0.785595114,-0.372890906,-0.395999192,-0.518594794,-0.29020782,-0.62167995
1360,b1394,paaG,"1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming",0,0,0,-0.031778625,0.230122901,-0.492088426,-0.178060225,0.436827111,-0.464878438,-0.636868559,-0.547889396,-0.439493065
1361,b1395,paaH,"3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent",0,0,0,-0.594119338,0.544482915,0.11089915,-0.467608694,0.224178164,1.623979239,-0.299974843,0.490048617,0.595796446
1362,b1396,paaI,hydroxyphenylacetyl-CoA thioesterase,0,0,0,-0.233036369,-0.877283322,-0.264048726,-0.780883777,-0.74915967,-0.333698416,-0.781053269,-0.821698959,-0.765418477
1363,b1397,paaJ,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",0,0,0,-0.255837632,-0.185279438,0.567262251,-0.571920125,-0.339939224,-0.277917352,-0.266380473,-0.359192898,-0.043848172
1364,b1398,paaK,phenylacetyl-CoA ligase,0,0,0,-0.463704327,-0.448003319,0.031881996,-0.639543905,-0.441618995,-0.27279092,-0.598790668,-0.416748341,-0.56723021
1365,b1399,paaX,"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer",0,0,0,-0.373187173,-0.201155409,-0.41553412,-0.121693268,-0.317338668,-0.498901807,-0.707735624,-0.208124054,-0.947204282
1366,b1400,paaY,putative hexapeptide repeat acetyltransferase,0,0,0,1.469759296,0.277665887,1.453004363,1.545357522,-0.19170429,1.93164615,3.002709846,-0.577879726,-0.209115592
1367,b4674,ynbG,uncharacterized protein,0,0,0,0,0,0,0,0,0,0,0,0
1368,b1402,insD1,IS2 transposase TnpB,0,0,0,-0.199433952,-0.169051441,0.254081174,0.702696488,-0.156367971,-0.033449818,0.853325023,-0.149243087,0.433779551
1369,b1403,insC1,IS2 repressor TnpA,0,0,0,-0.096896126,0.207292904,-0.351443886,0.538076032,-0.228395297,-0.043437553,0.36333391,-0.217731216,-0.359625755
1370,b1404,insI1,IS30 transposase,0,0,0,-0.202959408,-0.521202322,0.133714217,0.095468495,-0.163764006,0.106592607,0.253994743,0.372651582,-0.188888646
1371,b1406,ydbC,putative NAD(P)-binding oxidoreductase,0,0,0,-0.581941465,0.258538404,-0.605176864,0.158424939,-0.650290233,-0.274754216,0.248916816,-0.141919812,-0.668309278
1372,b1407,ydbD,PF10971 family putative periplasmic methylglyoxal resistance protein,0,0,0,0.233432264,0.272945789,0.742387195,0.931753764,0.552493259,1.749845136,2.592062142,0.041099248,0.682920982
1373,b1408,ynbA,inner membrane protein,0,0,0,75704.2152,-0.736210211,3.70162468,53405.4979,-0.212993965,0.435624747,126657.1771,0.067313633,-0.518372912
1374,b1409,ynbB,putative CDP-diglyceride synthase,0,0,0,-0.99997994,1.562894622,92508.3537,-0.475128031,-0.999981192,56005.0262,0.02480141,-0.355653155,137765.1582
1375,b1410,ynbC,putative esterase,0,0,0,-0.195083691,0.000686747,0.148907465,-0.468890079,-0.387937065,1.086397058,0.069591969,-0.086396179,0.575456864
1376,b1411,ynbD,putative phosphatase inner membrane protein,0,0,0,0.0142918,-0.240792489,0.002383605,-0.042426932,-0.334716844,1.940170725,-0.078235961,-0.616323529,-0.139141281
1377,b1412,azoR,"NADH-azoreductase, FMN-dependent",0,0,0,0.167925024,-0.527198414,-0.548015197,-0.06761061,-0.309457088,-0.366395015,-0.023629773,-0.271256809,-0.288626264
1378,b1413,hrpA,putative ATP-dependent helicase,0,0,0,-0.353746848,0.157483394,-0.189059531,-0.208733997,-0.003032901,0.263735211,-0.066813164,-0.257150375,0.012410016
1379,b1414,ydcF,"DUF218 superfamily protein, SAM-binding",0,0,0,0.306825853,-0.121178464,-0.223991666,0.679435467,-0.415786608,0.08995395,0.047162339,-0.48274146,-0.693923194
1380,b1415,aldA,"aldehyde dehydrogenase A, NAD-linked",0,0,0,-0.193339391,-0.220214504,1.671339553,1.488129297,0.067399726,0.530824783,1.263093002,-0.220675347,-0.113840783
1381,b1418,cybB,cytochrome b561,0,0,0,-0.597124897,-0.718089986,-0.644478424,-0.743353829,0.227250092,0.210613048,-0.683698498,2.19976345,-0.67256996
1382,b4597,rydC,-,0,0,0,0.110035562,2.671198619,1.756387347,-0.058245763,1.55037061,0.440420138,-0.479582095,1.190377952,0.986619211
1383,b1419,ydcA,putative periplasmic protein,0,0,0,0.917294617,-0.446499419,-0.412222308,-0.651380368,-0.664118708,-0.537639928,-0.322697234,-0.316952624,-0.671774991
1384,b4428,hokB,"toxic polypeptide, small",0,0,0,0.098077962,0.136616966,-0.631671964,-0.339813823,0.251166156,-0.002170611,-0.588144577,0.46243227,-0.641987565
1385,b1420,mokB,regulatory peptide,0,0,0,0.12894492,0.060716786,-0.575854153,-0.259813914,0.265179374,0.002997955,-0.56366565,0.554916477,-0.571563503
1386,b4429,sokB,-,0,0,0,1.124546347,-0.377993527,-0.569637308,-0.109640494,-0.378515692,-0.217514883,-0.62335548,-0.510768535,-0.626049121
1387,b1421,trg,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",0,0,0,-0.249764217,0.206758286,-0.247453564,-0.370596315,0.078239717,-0.292725373,-0.206678843,-0.290059091,-0.181483872
1388,b1422,ydcI,putative DNA-binding transcriptional regulator,0,0,0,0.343983354,-0.531014719,0.196255278,10.11989303,0.728762995,0.095393028,4.8735363,0.633964145,0.860424914
1389,b1423,ydcJ,putative metalloenzyme,0,0,0,-0.191506809,-0.374348417,0.628802524,-0.349035527,-0.21786129,-0.056251967,-0.068093534,0.058848679,-0.221556757
1390,b1424,opgD,osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein,0,0,0,-0.234703115,0.37333069,0.273956415,-0.352674084,-0.041776945,0.279164451,-0.434208868,-0.058196603,-0.064063256
1391,b1426,ydcH,DUF465 family protein,0,0,0,2.002801256,4.935597821,-0.626307821,-0.821187745,1.853187282,4.790942059,-0.399960891,-0.339692264,-0.315362218
1392,b1427,rimL,ribosomal-protein-L7/L12-serine acetyltransferase,0,0,0,0.948722956,1.200215412,-0.309863828,-0.608538204,-0.146602549,0.707137203,-0.448214229,-0.656648889,-0.684011869
1393,b1428,ydcK,uncharacterized protein,0,0,0,0.527103701,0.416726658,0.940854926,0.423107594,-0.341028121,-0.106570638,0.424143555,0.075491676,0.859673655
1394,b1429,tehA,potassium-tellurite ethidium and proflavin transporter,0,0,0,0.175143431,0.274499111,0.553331867,-0.441661672,-0.371470699,-0.059836733,-0.350373295,-0.168219195,-0.336752736
1395,b1430,tehB,"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein",0,0,0,-0.131099481,0.703997555,0.818246951,-0.232287994,-0.477780352,2.726172734,0.772012461,0.699009168,0.142731701
1396,b1431,ydcL,lipoprotein,0,0,0,0.561550303,0.304201112,-0.154553078,-0.404186714,-0.16575101,-0.334830592,-0.189236984,0.282214869,-0.27540077
1397,b1432,insQ,IS609 transposase B,0,0,0,-0.424938048,-0.697089356,-0.637298988,-0.309317515,0.302992612,0.104402781,-0.235784195,-0.344644525,-0.168396323
1398,b1433,ydcO,BenE family inner membrane putative transporter,0,0,0,-0.371842078,-0.283114126,0.423689879,0.045660814,-0.07009798,-0.212684147,-0.254668202,-0.352069789,-0.110233023
1399,b1434,ydcN,putative DNA-binding transcriptional regulator,0,0,0,0.494777554,-0.632089456,-0.258339068,-0.144925712,-0.213441065,0.732696722,-0.166434989,-0.242815476,-0.024693359
1400,b1435,ydcP,putative peptidase,0,0,0,-0.264737449,0.049686298,0.145914743,0.232387936,0.054191213,-0.030305252,-0.107145931,-0.019406751,0.712172917
1401,b1436,yncJ,uncharacterized protein,0,0,0,0.754816612,-0.250382639,-0.747180649,7.067066171,2.060650809,1.282633089,3.574351664,2.293321018,-0.145057069
1402,b4532,hicA,mRNA interferase toxin of the HicAB toxin-antitoxin system,0,0,0,-0.999991557,-0.301616106,1.601176355,-0.558159019,0.450308531,1.046370642,-0.570526302,0.882306139,1.39066169
1403,b1438,hicB,antitoxin for the HicAB toxin-antitoxin system,0,0,0,-0.21070875,0.264566401,1.983666713,-0.0114889,0.05058471,-0.146369784,-0.031287029,1.576697469,0.116988108
1404,b1439,ydcR,putative DNA-binding transcriptional regulator/putative amino transferase,0,0,0,-0.0611338,0.400718757,0.780134613,0.018238238,0.143539082,0.118345797,-0.142767867,0.743539433,0.504235829
1405,b1440,ydcS,"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog",0,0,0,4.385991159,0.627185625,-0.38612907,2.353311829,0.379779106,-0.384986674,1.639760743,-0.158971634,-0.444605263
1406,b1441,ydcT,putative spermidine/putrescine transporter subunit,0,0,0,-0.67907618,0.661094243,0.671630378,-0.679714735,-0.058814321,2.160446315,-0.442964896,-0.003304204,0.703186736
1407,b1442,ydcU,putative spermidine/putrescine transporter subunit,0,0,0,0.485160406,-0.001638483,0.219993161,1.596170572,-0.046227402,-0.399783392,-0.004506152,-0.519190171,-0.629339158
1408,b1443,ydcV,putative spermidine/putrescine transporter subunit,0,0,0,-0.801971987,-0.999957648,-0.802380617,-0.691483158,5.126674637,-0.403100283,-0.703138814,1.170442091,-0.880306919
1409,b1444,patD,gamma-aminobutyraldehyde dehydrogenase,0,0,0,0.284290325,-0.651340059,-0.189327826,-0.238426002,-0.616947618,-0.227379281,0.052292103,-0.689979682,-0.55960493
1410,b4598,yncL,stress-induced small inner membrane enterobacterial protein,0,0,0,5.680141648,-0.154334925,-0.184010098,0.185715693,0.31118157,0.275129437,0.432576801,0.712346845,-0.594743013
1411,b1445,ydcX,DUF2566 family protein,0,0,0,-0.376765384,-0.309700816,-0.165790532,-0.655607621,-0.075533712,-0.372589399,-0.744266468,-0.474500163,-0.73903457
1412,b1446,ydcY,uncharacterized protein,0,0,0,0.048657688,0.598712009,-0.710310029,-0.508478474,-0.139840383,-0.400105696,-0.721996977,-0.182676032,-0.807291784
1413,b1447,ydcZ,DUF606 family inner membrane protein,0,0,0,0.114746563,0.099726414,0.117173962,0.592407717,-0.159486545,-0.077892718,0.782009078,-0.385321664,-0.224051202
1414,b1448,mnaT,methionine N-acyltransferase; L-amino acid N-acyltransferase,0,0,0,0.194220297,-0.573737193,0.509574576,11.50432538,0.532659675,1.52415116,12.9549321,0.29156426,2.080472823
1415,b1449,curA,"curcumin/dihydrocurcumin reductase, NADPH-dependent",0,0,0,-0.115843513,0.572178233,1.093295832,0.321756984,-0.116936171,-0.262403125,-0.029017175,-0.277348072,-0.311193057
1416,b1450,mcbR,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",0,0,0,-0.699214589,4.692960039,-0.441191305,-0.039655483,4.134911685,0.341321385,-0.163925206,4.375355207,0.878890713
1417,b1451,yncD,putative iron outer membrane transporter,0,0,0,-0.196028971,0.109575191,-0.411897524,0.839699397,0.026249286,-0.21197254,0.554877472,-0.300258679,-0.253805023
1418,b1452,yncE,"ATP-binding protein, periplasmic, function unknown",0,0,0,-0.130868593,-0.026728003,0.251643229,3.785487446,0.242276981,0.511556863,3.611290369,0.708531755,0.541016893
1419,b1453,ansP,L-asparagine transporter,0,0,0,-0.34120293,-0.274108964,-0.351693785,0.164261093,-0.087916817,-0.162829386,0.289362191,-0.483306601,-0.399262914
1420,b1454,yncG,glutathione S-transferase homolog,0,0,0,0.445865596,1.240902614,0.972080243,1.970047638,-0.527451136,-0.196021867,4.262447785,0.710138829,-0.736638443
1421,b1455,yncH,IPR020099 family protein,0,0,0,39074.1172,0,0,0,0,0,0,0,0
1422,b1457,ydcD,uncharacterized protein,0,0,0,251681.696,0,61410.9014,0,0,0,0,31483.563,20737.4028
1423,b1460,ydcC,H repeat-associated putative transposase,0,0,0,0.069490648,9.835995919,0.023074099,1.348214502,0.430034121,-0.272374349,1.887852391,4.704250416,-0.748864657
1424,b1461,pptA,4-oxalocrotonate tautomerase,0,0,0,0.401356684,-0.838913277,-0.770954274,0.154813535,-0.598672991,-0.717601538,-0.238340035,-0.851331658,-0.855989037
1425,b1462,yddH,flavin reductase like-protein,0,0,0,0.394408156,2.927117526,0.241706713,-0.56321149,1.288258815,0.033473503,-0.593543462,0.658641911,-0.82975477
1426,b1463,nhoA,N-hydroxyarylamine O-acetyltransferase,0,0,0,0.795006356,1.123100832,0.912833946,0.261994071,-0.071304126,0.304543413,0.349179424,0.221689462,1.350275698
1427,b1464,yddE,PhzC-PhzF family protein,0,0,0,0.723362181,4.051349834,2.207759777,-0.133962098,0.587497263,0.919907447,-0.238998917,0.967747062,2.129373574
1428,b1465,narV,"nitrate reductase 2 (NRZ), gamma subunit",0,0,0,0.319466883,0.16261131,-0.099679345,0.331798124,0.228160637,0.985196004,-0.090980224,-0.043446345,1.012089661
1429,b1466,narW,"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",0,0,0,0.983845532,-0.836153867,-0.674613178,0.356829143,-0.101423017,-0.087103315,-0.280515667,-0.677035332,-0.560018085
1430,b1467,narY,"nitrate reductase 2 (NRZ), beta subunit",0,0,0,-0.320730389,0.458803387,-0.611658783,-0.584618643,0.495422415,-0.601996753,0.001910414,-0.178625706,-0.142679495
1431,b1468,narZ,"nitrate reductase 2 (NRZ), alpha subunit",0,0,0,-0.021150795,-0.257309314,-0.426953891,0.190083587,0.063930186,0.303041515,0.024301575,-0.042560009,0.268826551
1432,b1469,narU,nitrate/nitrite transporter,0,0,0,1.185601515,0.281931658,0.267459889,-0.341799586,0.283936601,-0.173843472,-0.398025938,-0.235098874,-0.497970675
1433,b1473,yddG,aromatic amino acid exporter,0,0,0,2.081244341,-0.057305308,3.372905673,0.228137266,0.679338163,0.070520211,0.448189959,1.546353363,1.012460228
1434,b1474,fdnG,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",0,0,0,3.060068556,-0.664257518,-0.583735599,1.079836294,0.971507413,5.665506405,1.297918628,0.505715504,1.848618211
1435,b1475,fdnH,"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible",0,0,0,-0.072570452,-0.242369794,-0.168981553,1.905257976,1.55587667,5.102488638,2.664177569,1.244211809,4.582418986
1436,b1476,fdnI,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",0,0,0,0.246342776,-0.61206879,0.783037957,2.508106299,0.943644782,3.205948068,4.091279289,1.398240807,5.561545167
1437,b1477,yddM,putative DNA-binding transcriptional regulator,0,0,0,84350.9432,35943.0097,154186.5587,82080.8605,0,38355.1229,105639.4934,15741.2815,141100.9919
1438,b1478,adhP,ethanol-active dehydrogenase/acetaldehyde-active reductase,0,0,0,1.770556347,0.362514873,1.815090656,1.717750219,-0.612843977,-0.582495663,-0.10466533,-0.659099706,0.258580233
1439,b1479,maeA,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",0,0,0,0.143157425,0.734057022,-0.284022523,-0.550337576,0.196245583,-0.327078792,-0.268871356,0.306845255,-0.296849588
1440,b1480,sra,stationary-phase-induced ribosome-associated protein,0,0,0,9.27202344,2.701390285,-0.56076723,-0.780831491,-0.281664866,-0.510966446,-0.72281774,-0.731071911,-0.956240402
1441,b1481,bdm,biofilm-dependent modulation protein,0,0,0,-0.408892127,23.89440612,0.12144891,-0.29934432,0.425429506,0.614578763,-0.837506582,2.120371355,-0.76503119
