,Name,Product,ML115_Empty_6hr_1,ML115_Empty_6hr_2,ML115_Empty_6hr_3,ML115_Empty_6hr_4,ML115_Empty_12hr_1,ML115_Empty_12hr_2,ML115_Empty_12hr_3,ML115_Empty_12hr_4,ML115_Empty_24hr_1,ML115_Empty_24hr_2,ML115_Empty_24hr_3,ML115_Empty_24hr_4,ML115_TE_6hr_1,ML115_TE_6hr_2,ML115_TE_6hr_3,ML115_TE_6hr_4,ML115_TE_12hr_1,ML115_TE_12hr_2,ML115_TE_12hr_3,ML115_TE_12hr_4,ML115_TE_24hr_1,ML115_TE_24hr_2,ML115_TE_24hr_3,ML115_TE_24hr_4,LAR1_Empty_6hr_1,LAR1_Empty_6hr_2,LAR1_Empty_6hr_3,LAR1_Empty_6hr_4,LAR1_Empty_12hr_1,LAR1_Empty_12hr_2,LAR1_Empty_12hr_3,LAR1_Empty_12hr_4,LAR1_Empty_24hr_1,LAR1_Empty_24hr_2,LAR1_Empty_24hr_3,LAR1_Empty_24hr_4,LAR1_TE_6hr_1,LAR1_TE_6hr_2,LAR1_TE_6hr_3,LAR1_TE_6hr_4,LAR1_TE_12hr_1,LAR1_TE_12hr_2,LAR1_TE_12hr_3,LAR1_TE_12hr_4,LAR1_TE_24hr_1,LAR1_TE_24hr_2,LAR1_TE_24hr_3,LAR1_TE_24hr_4
b0498,ybbC,putative immunity protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341169744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675314926,0,0,0.773592651,0,0.693055745,0,0,0,0,0,0,0,0,0,0,0,0
b0503,mnmH,"tRNA 2-selenouridine synthase, selenophosphate-dependent",1.036525256,0.907563445,2.872358875,3.243049752,2.364609958,4.856380515,2.057194686,5.666843171,3.177568506,1.022593215,4.966310569,0,1.687038863,3.126009376,0,0,5.252340895,3.190128395,2.262169367,0,10.95833936,17.1953324,16.30905714,8.643712555,6.299874246,9.419249429,5.553563357,5.431404375,3.77892753,2.199289506,3.376574632,2.899974786,1.521304525,2.320777953,2.27197414,4.158334472,5.898923452,4.809324119,16.27662463,8.125889879,3.55058642,7.262925484,6.687575527,6.926603859,7.016390411,11.06198338,8.295361105,7.753117451
b0504,allS,allD operon transcriptional activator,6.219151534,7.260507564,7.659623666,1.081016584,2.364609958,3.885104412,3.085792029,2.833421585,4.236758008,5.112966074,11.17419878,10.98756675,8.435194314,3.126009376,2.738047273,2.682339488,0,4.785192593,11.31084684,5.751041547,14.61111914,6.141190143,12.54542857,6.174080396,5.249895205,3.13974981,0,3.258842625,0,2.932386008,4.051889559,4.349962179,3.803261313,2.320777953,5.301272993,3.465278727,4.424192589,2.061138908,6.78192693,3.693586309,1.420234568,5.942393578,2.006272658,4.407838819,7.795989346,4.424793352,0.82953611,0
b0505,allA,"ureidoglycolate lyase, releasing urea",1.036525256,2.722690336,1.914905917,2.162033168,0,0,2.057194686,1.888947724,0,2.04518643,1.241577642,0,5.061116588,4.689014063,1.369023637,4.023509233,1.750780298,1.595064198,2.262169367,2.875520773,0,2.456476057,0,0,3.149937123,1.04658327,1.110712671,1.086280875,4.534713036,4.398579013,3.376574632,6.524943269,1.521304525,4.641555906,2.27197414,2.079167236,2.949461726,2.061138908,2.712770772,1.477434523,7.811290123,5.282127625,6.687575527,5.667221339,3.897994673,2.212396676,5.806752773,1.55062349
b0506,allR,transcriptional repressor of all and gcl operons; glyoxylate-induced,4.146101023,0,0,3.243049752,1.182304979,3.885104412,3.085792029,0.944473862,7.414326514,8.180745718,4.966310569,6.992087935,1.687038863,3.126009376,1.369023637,2.682339488,0,4.785192593,2.262169367,2.875520773,2.435186524,3.684714086,0,2.469632159,1.049979041,2.09316654,4.442850686,2.17256175,0.755785506,2.199289506,1.350629853,2.17498109,4.563913575,2.320777953,3.786623567,5.544445963,0.737365432,0.687046303,1.356385386,2.954869047,2.130351852,2.641063812,2.006272658,0.62969126,3.118395738,0.737465559,3.318144442,0.775311745
b0507,gcl,glyoxylate carboligase,0,0.907563445,1.914905917,5.405082919,3.546914938,0,5.142986715,1.888947724,1.059189502,3.067779644,3.724732927,3.99547882,0,0,0,0,3.501560597,1.595064198,0,1.437760387,2.435186524,0,0,0,1.049979041,5.23291635,4.442850686,5.431404375,1.511571012,1.466193004,2.701259706,2.17498109,3.803261313,2.320777953,2.27197414,6.237501709,6.636288884,1.374092605,2.712770772,0.738717262,2.840469136,1.980797859,1.337515105,3.778147559,2.338796804,4.424793352,2.488608331,1.55062349
b0508,hyi,hydroxypyruvate isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234816079,0,0,0,1.086280875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668757553,0,0,0,1.659072221,0
b0509,glxR,"tartronate semialdehyde reductase, NADH-dependent",0,0,0.957452958,0,0,1.942552206,0,0,0,0,0,0,1.687038863,0,1.369023637,1.341169744,0,0,0,0,0,0,1.254542857,0,3.149937123,0,0,0,0,0,0,0,0,0,0,0.693055745,0,0,0.678192693,3.693586309,3.55058642,0,2.006272658,0,1.559197869,1.474931117,0.82953611,0
b0511,ybbW,putative allantoin transporter,1.036525256,0,0,0,1.182304979,0,0,0,3.177568506,2.04518643,1.241577642,0,0,0,0,0,0,0,0,0,8.523152833,3.684714086,2.509085715,1.234816079,0,2.09316654,0,0,2.267356518,0.733096502,0,0,0,1.547185302,0.757324713,0.693055745,0,0,0,0.738717262,2.130351852,1.320531906,0.668757553,0.62969126,0,0,0,0
b0512,allB,allantoinase,3.109575767,5.445380673,7.659623666,3.243049752,3.546914938,5.827656618,3.085792029,4.722369309,6.355137012,7.158152504,1.241577642,0,1.687038863,3.126009376,4.10707091,4.023509233,0,1.595064198,2.262169367,4.31328116,3.652779786,1.228238029,2.509085715,6.174080396,0,2.09316654,4.442850686,6.51768525,4.534713036,7.330965021,4.727204485,3.624968483,3.04260905,5.415148557,1.514649427,4.851390218,5.161558021,8.244555632,3.390963465,7.387172617,4.970820988,5.282127625,9.362605737,4.407838819,9.355187215,13.27438006,7.465824994,8.528429196
b0513,ybbY,putative uracil/xanthine transporter,15.54787884,23.59664958,16.27670029,15.13423217,21.28148963,17.48296985,20.57194686,15.11158179,32.83487456,22.49705073,32.2810187,19.9773941,11.80927204,6.252018751,15.05926,18.77637642,7.003121194,6.380256791,11.31084684,11.50208309,8.523152833,9.825904229,12.54542857,6.174080396,11.54976945,10.4658327,8.885701372,4.3451235,12.8483536,15.39502654,7.428464191,13.77488023,9.12782715,13.15107507,21.96241669,11.78194767,15.48467406,8.244555632,10.1728904,10.34204166,7.101172839,8.58345739,10.70012084,7.556295118,3.897994673,8.112121145,13.27257777,10.07905269
b0514,glxK,glycerate kinase II,0,0,0.957452958,2.162033168,0,1.942552206,0,0,0,1.022593215,0,0,0,0,2.738047273,1.341169744,0,0,0,0,7.305559571,0,0,0,2.099958082,1.04658327,1.110712671,3.258842625,1.511571012,0,0,1.449987393,0,0,2.27197414,0,0.737365432,2.748185211,2.712770772,1.477434523,2.130351852,1.320531906,2.006272658,0.62969126,3.897994673,0,2.488608331,0
b0515,allE,S-ureidoglycine aminohydrolase,4.146101023,14.52101513,4.787264791,2.162033168,5.911524896,3.885104412,1.028597343,4.722369309,19.06541104,8.180745718,3.724732927,5.99321823,3.374077726,4.689014063,15.05926,5.364678977,0,4.785192593,2.262169367,1.437760387,6.087966309,2.456476057,3.763628572,6.174080396,3.149937123,6.279499619,3.332138014,5.431404375,3.77892753,2.199289506,7.428464191,4.349962179,9.12782715,5.415148557,3.786623567,6.930557454,5.161558021,10.30569454,10.85108309,9.603324402,4.260703704,5.282127625,8.025090632,2.518765039,1.559197869,7.374655586,4.147680552,6.202493961
b0516,allC,allantoate amidohydrolase,8.292202046,8.168071009,6.702170708,7.567116087,8.276134855,1.942552206,8.228778744,3.777895447,12.71027402,5.112966074,8.691043495,3.99547882,3.374077726,1.563004688,4.10707091,4.023509233,3.501560597,6.380256791,9.04867747,0,6.087966309,3.684714086,11.29088572,7.408896476,4.199916164,3.13974981,6.664276029,1.086280875,4.534713036,2.199289506,3.376574632,5.074955876,6.0852181,9.283111812,5.301272993,6.930557454,8.848385179,10.99274084,8.138312316,9.603324402,2.840469136,6.602659531,4.012545316,7.556295118,6.236791476,5.162258911,4.977216663,5.427182216
b0517,allD,ureidoglycolate dehydrogenase,5.182626279,0,7.659623666,0,7.093829875,3.885104412,3.085792029,9.444738618,3.177568506,7.158152504,1.241577642,4.994348525,5.061116588,1.563004688,4.10707091,2.682339488,7.003121194,0,0,4.31328116,4.870373047,4.912952115,7.527257144,16.05260903,11.54976945,5.23291635,16.66069007,3.258842625,2.267356518,2.199289506,8.103779118,5.799949572,9.12782715,5.415148557,3.786623567,6.237501709,9.58575061,10.99274084,8.138312316,8.864607141,5.680938271,3.961595719,6.687575527,5.037530079,1.559197869,2.212396676,4.977216663,4.65187047
b0518,fdrA,putative NAD(P)-binding acyl-CoA synthetase,13.47482832,13.61345168,8.617076624,6.486099503,9.458439834,7.770208824,6.171584058,5.666843171,8.473516016,8.180745718,2.483155284,6.992087935,8.435194314,12.5040375,10.95218909,5.364678977,3.501560597,0,2.262169367,5.751041547,2.435186524,1.228238029,2.509085715,6.174080396,2.099958082,2.09316654,8.885701372,7.603966125,6.046284048,7.330965021,0.675314926,2.899974786,3.803261313,10.83029711,11.3598707,6.237501709,3.686827158,2.748185211,4.747348851,14.77434523,4.970820988,5.282127625,6.687575527,7.556295118,4.677593607,8.849586704,4.977216663,3.876558725
b4572,ylbE,NO-induced DUF1116 protein,4.146101023,1.815126891,3.829811833,2.162033168,0,7.770208824,2.057194686,2.833421585,3.177568506,1.022593215,2.483155284,5.99321823,1.687038863,0,4.10707091,4.023509233,1.750780298,1.595064198,4.524338735,4.31328116,1.217593262,3.684714086,1.254542857,2.469632159,3.149937123,5.23291635,2.221425343,7.603966125,3.77892753,3.665482511,2.701259706,2.17498109,3.803261313,5.415148557,6.81592242,9.00972469,3.686827158,4.809324119,5.425541544,11.08075893,4.970820988,2.641063812,2.675030211,6.296912599,6.236791476,3.687327793,5.806752773,3.876558725
b0520,ylbF,putative anaerobic allantoin catabolic oxamate carbamoyltransferase; DUF2877 family protein,3.109575767,6.352944118,0.957452958,2.162033168,0,0.971276103,2.057194686,1.888947724,2.118379004,1.022593215,0,0,0,0,4.10707091,1.341169744,1.750780298,0,0,0,2.435186524,1.228238029,1.254542857,1.234816079,6.299874246,1.04658327,5.553563357,7.603966125,1.511571012,1.466193004,3.376574632,0.724993697,3.04260905,2.320777953,3.786623567,6.237501709,0,2.748185211,3.390963465,1.477434523,0,1.320531906,2.006272658,0,2.338796804,1.474931117,0,1.55062349
b0521,ybcF,putative carbonate kinase,4.146101023,5.445380673,5.74471775,6.486099503,0,0,1.028597343,0.944473862,1.059189502,0,1.241577642,0,1.687038863,6.252018751,9.583165456,4.023509233,0,0,0,1.437760387,0,2.456476057,0,0,15.74968562,18.83849886,24.43567877,24.98446012,3.023142024,1.466193004,2.701259706,4.349962179,2.281956788,10.83029711,4.54394828,8.316668945,27.28252097,26.7948058,18.98939541,20.68408333,3.55058642,3.301329765,11.3688784,2.518765039,1.559197869,0.737465559,4.977216663,5.427182216
b0522,purK,N5-carboxyaminoimidazole ribonucleotide synthase,4.146101023,7.260507564,3.829811833,3.243049752,3.546914938,0.971276103,7.200181401,2.833421585,7.414326514,4.090372859,4.966310569,8.989827344,8.435194314,3.126009376,0,1.341169744,3.501560597,6.380256791,2.262169367,2.875520773,7.305559571,11.05414226,6.272714286,4.939264317,7.349853287,8.372666159,3.332138014,11.94908962,12.0925681,3.665482511,3.376574632,4.349962179,2.281956788,12.37748242,4.54394828,6.237501709,8.848385179,12.36683345,2.712770772,4.43230357,2.130351852,3.301329765,2.675030211,5.037530079,10.13478615,14.74931117,8.295361105,8.528429196
b0523,purE,N5-carboxyaminoimidazole ribonucleotide mutase,1.036525256,2.722690336,1.914905917,0,1.182304979,0.971276103,2.057194686,0,0,1.022593215,2.483155284,0,0,1.563004688,0,1.341169744,0,0,0,1.437760387,0,3.684714086,0,1.234816079,3.149937123,3.13974981,1.110712671,3.258842625,0.755785506,0.733096502,1.350629853,0,2.281956788,0.773592651,0,1.386111491,0.737365432,0.687046303,1.356385386,2.216151785,1.420234568,0.660265953,3.343787763,1.88907378,2.338796804,5.899724469,1.659072221,5.427182216
b0524,lpxH,"UDP-2,3-diacylglucosamine pyrophosphohydrolase",0,0,0,2.162033168,1.182304979,0,0,0,2.118379004,0,0,3.99547882,1.687038863,1.563004688,0,1.341169744,0,0,0,0,1.217593262,0,1.254542857,0,1.049979041,0,1.110712671,2.17256175,0.755785506,3.665482511,4.727204485,1.449987393,1.521304525,6.188741208,3.029298853,2.772222982,0.737365432,4.122277816,2.034578079,5.171020832,0.710117284,1.980797859,2.006272658,1.25938252,1.559197869,1.474931117,2.488608331,0.775311745
b0525,ppiB,peptidyl-prolyl cis-trans isomerase B (rotamase B),5.182626279,4.537817227,11.4894355,3.243049752,1.182304979,0,4.114389372,0,1.059189502,4.090372859,1.241577642,0.998869705,8.435194314,6.252018751,9.583165456,20.11754616,8.753901492,3.190128395,11.31084684,14.37760387,1.217593262,1.228238029,1.254542857,2.469632159,4.199916164,1.04658327,1.110712671,5.431404375,0.755785506,3.665482511,3.376574632,2.17498109,0,2.320777953,0,0.693055745,5.898923452,5.496370421,11.52927578,4.43230357,6.391055555,2.641063812,3.343787763,3.778147559,3.897994673,3.687327793,2.488608331,3.876558725
b0526,cysS,cysteinyl-tRNA synthetase,16.58440409,12.70588824,17.23415325,22.70134826,8.276134855,12.62658934,11.31457077,5.666843171,4.236758008,6.135559289,6.207888211,4.994348525,11.80927204,17.19305157,16.42828364,10.72935795,7.003121194,6.380256791,9.04867747,15.81536425,15.8287124,6.141190143,7.527257144,11.11334471,19.94960178,18.83849886,29.98924213,14.12165137,3.77892753,14.66193004,5.402519412,11.59989914,6.845870363,7.73592651,10.60254599,10.39583618,11.7978469,19.92434278,18.31120271,14.77434523,14.20234568,11.88478716,10.03136329,12.5938252,20.2695723,22.12396676,19.90886665,31.78778155
b0527,ybcI,DUF457 family inner membrane protein,16.58440409,16.33614202,23.93632396,16.21524876,7.093829875,4.856380515,6.171584058,16.05605565,7.414326514,2.04518643,7.449465853,3.99547882,16.87038863,25.008075,24.64242546,13.41169744,7.003121194,12.76051358,2.262169367,2.875520773,7.305559571,3.684714086,1.254542857,6.174080396,35.6992874,29.30433156,39.98565617,35.84726887,10.58099708,15.39502654,12.8309836,13.77488023,7.606522625,5.415148557,8.330571846,4.851390218,26.54515554,22.67252799,16.95481733,23.63895237,9.231524691,14.52585097,16.71893882,16.37197276,16.37157763,7.374655586,11.61350555,14.73092316
b0528,ybcJ,ribosome-associated protein; putative RNA-binding protein,0,0.907563445,0.957452958,0,0,0,0,0,2.118379004,1.022593215,0,5.99321823,0,0,0,1.341169744,0,0,0,0,0,0,0,1.234816079,0,0,3.332138014,1.086280875,0,0,2.025944779,1.449987393,0.760652263,2.320777953,0,1.386111491,0,0.687046303,0.678192693,0,0.710117284,0,0,1.25938252,2.338796804,0.737465559,0.82953611,0
b0529,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",5.182626279,3.630253782,4.787264791,2.162033168,5.911524896,1.942552206,3.085792029,0.944473862,5.29594751,4.090372859,1.241577642,1.99773941,1.687038863,6.252018751,5.476094546,6.705848721,7.003121194,3.190128395,0,8.62656232,2.435186524,0,1.254542857,3.704448238,3.149937123,9.419249429,7.7749887,6.51768525,3.023142024,2.199289506,6.753149265,0.724993697,4.563913575,2.320777953,6.058597707,4.158334472,2.212096295,6.870463027,5.425541544,4.43230357,1.420234568,3.301329765,6.018817974,3.778147559,3.118395738,5.899724469,2.488608331,4.65187047
b0530,sfmA,"FimA homolog, function unknown",1.036525256,0,0,1.081016584,0,0,0,1.888947724,0,0,1.241577642,0,0,3.126009376,0,1.341169744,0,0,0,1.437760387,0,0,1.254542857,0,0,3.13974981,1.110712671,2.17256175,0.755785506,0.733096502,0.675314926,1.449987393,0,0,0.757324713,0.693055745,1.474730863,0.687046303,1.356385386,3.693586309,2.130351852,1.320531906,0.668757553,3.148456299,0.779598935,1.474931117,0,0
b0531,sfmC,putative periplasmic pilus chaperone,5.182626279,8.168071009,3.829811833,5.405082919,2.364609958,8.741484926,11.31457077,10.38921248,13.76946353,12.27111858,19.86524228,11.98643646,10.12223318,9.378028127,2.738047273,10.72935795,19.25858328,6.380256791,9.04867747,8.62656232,32.87501807,23.33652254,27.59994286,28.40076982,20.99958082,16.74533232,23.3249661,14.12165137,10.58099708,9.530254527,11.48035375,5.799949572,13.69174073,14.69826037,12.11719541,12.47500342,16.22203949,24.04662059,18.31120271,17.72921428,15.62258025,15.18611692,14.04390861,17.00166402,7.795989346,8.849586704,13.27257777,6.202493961
b0532,sfmD,putative outer membrane export usher protein,5.182626279,0,2.872358875,5.405082919,2.364609958,6.798932721,10.28597343,1.888947724,7.414326514,2.04518643,6.207888211,3.99547882,3.374077726,1.563004688,2.738047273,4.023509233,0,6.380256791,11.31084684,2.875520773,12.17593262,4.912952115,7.527257144,4.939264317,8.399832329,4.18633308,6.664276029,10.86280875,3.023142024,3.665482511,2.701259706,7.249936965,4.563913575,7.73592651,3.786623567,3.465278727,6.636288884,5.496370421,6.103734237,9.603324402,7.101172839,5.282127625,7.356333079,8.185986378,3.897994673,2.212396676,4.147680552,5.427182216
b0533,sfmH,"FimA homolog, function unknown",1.036525256,0.907563445,0.957452958,1.081016584,0,0,0,0,1.059189502,3.067779644,1.241577642,1.99773941,0,0,1.369023637,0,0,0,0,0,0,3.684714086,2.509085715,2.469632159,1.049979041,1.04658327,0,0,2.267356518,1.466193004,0.675314926,0.724993697,0,3.094370604,0.757324713,3.465278727,2.212096295,9.618648237,1.356385386,2.216151785,1.420234568,1.980797859,1.337515105,0.62969126,3.118395738,0.737465559,2.488608331,3.10124698
b0534,sfmF,"FimA homolog, function unknown",1.036525256,0,0.957452958,1.081016584,0,1.942552206,2.057194686,0.944473862,5.29594751,1.022593215,0,0,0,0,1.369023637,0,0,1.595064198,4.524338735,2.875520773,0,2.456476057,5.018171429,0,4.199916164,0,2.221425343,6.51768525,3.023142024,0,0,0,1.521304525,1.547185302,1.514649427,1.386111491,2.949461726,1.374092605,2.034578079,0.738717262,1.420234568,3.961595719,2.675030211,3.778147559,3.118395738,0.737465559,2.488608331,1.55062349
b0535,sfmZ,response regulator family protein,0,0.907563445,0.957452958,1.081016584,4.729219917,4.856380515,2.057194686,0.944473862,2.118379004,1.022593215,0,0,0,1.563004688,4.10707091,1.341169744,5.252340895,0,9.04867747,2.875520773,3.652779786,2.456476057,1.254542857,1.234816079,2.099958082,6.279499619,2.221425343,0,0,0,0,2.899974786,0,0,0.757324713,0,2.212096295,1.374092605,2.034578079,2.954869047,2.130351852,5.942393578,3.343787763,1.88907378,0.779598935,0.737465559,1.659072221,0.775311745
b0536,argU,Arg tRNA,4.146101023,4.537817227,1.914905917,7.567116087,1.182304979,1.942552206,2.057194686,1.888947724,8.473516016,6.135559289,6.207888211,7.99095764,6.748155451,3.126009376,1.369023637,8.047018465,8.753901492,6.380256791,0,2.875520773,3.652779786,2.456476057,3.763628572,3.704448238,2.099958082,4.18633308,3.332138014,1.086280875,4.534713036,0.733096502,3.376574632,2.17498109,5.324565838,5.415148557,3.786623567,4.851390218,1.474730863,4.809324119,1.356385386,2.954869047,4.970820988,4.621861672,4.012545316,1.88907378,3.118395738,2.949862235,0.82953611,2.325935235
b0537,intD,DLP12 prophage; putative phage integrase,81.8854952,87.12609077,70.85151891,85.40031013,117.0481929,84.50102096,87.43077415,57.61290557,48.72271709,49.08447431,39.73048455,39.9547882,50.61116588,56.26816876,58.86801637,53.64678977,22.76014388,12.76051358,15.83518557,20.12864541,17.04630567,17.1953324,18.81814286,28.40076982,299.2440267,278.3911498,339.8780775,247.6720395,102.0310433,73.30965021,91.84283,76.12433813,91.2782715,98.24626668,111.3267329,108.809752,232.2701109,302.3003732,284.1627384,212.7505714,85.92419136,108.2836163,102.3199056,110.1959705,57.69032116,70.05922807,65.53335273,56.59775739
b0540,insE1,IS3 transposase A,3.109575767,6.352944118,3.829811833,3.243049752,10.64074481,5.827656618,10.28597343,8.500264756,4.236758008,5.112966074,2.483155284,8.989827344,0,1.563004688,5.476094546,2.682339488,0,6.380256791,6.786508102,0,8.523152833,6.141190143,13.79997143,16.05260903,6.299874246,8.372666159,14.43926473,6.51768525,9.825211578,9.530254527,10.80503882,10.87490545,6.0852181,9.283111812,9.845221273,7.6236132,4.424192589,9.618648237,7.460119623,6.648455355,10.65175926,10.56425525,14.71266616,6.296912599,18.71037443,20.64903564,14.93164999,15.5062349
b0541,insF1,IS3 transposase B,29.02270716,37.21010126,40.21302425,33.5115141,50.83911411,44.67870074,56.57285386,41.55684992,42.36758008,47.03928788,40.97206219,55.93670348,43.86301043,42.20112657,41.0707091,53.64678977,45.52028776,30.30621975,47.50555672,38.81953044,68.18522266,65.09661552,92.83617144,80.26304515,52.49895205,51.28258023,68.86418563,34.760988,52.90498542,49.85056214,56.0511389,60.89947051,54.7669629,47.96274436,41.65285923,33.26667578,40.55509874,61.83416724,56.28999352,54.66507737,77.40278395,70.64845698,68.88202792,78.08171622,94.33147108,92.92066039,103.6920138,90.71147417
b0543,emrE,DLP12 prophage; multidrug resistance protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369023637,0,0,0,0,0,0,0,0,0,2.099958082,0,0,0,0,0,0.675314926,0,0,0,0,0,0,0.687046303,0,0,0,0,0,0.62969126,0,0,0,0.775311745
b0544,ybcK,DLP12 prophage; putative recombinase,3.109575767,0.907563445,0.957452958,2.162033168,1.182304979,0,0,0,0,1.022593215,1.241577642,1.99773941,0,0,0,0,0,0,0,0,1.217593262,1.228238029,0,0,0,0,0,0,0,1.466193004,0,0,0.760652263,0.773592651,0.757324713,0,2.212096295,0.687046303,0,0,0,0,1.337515105,0,0.779598935,0,0,0
b0545,ybcL,"inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; secreted protein, UPF0098 family",2.073050511,5.445380673,5.74471775,6.486099503,5.911524896,5.827656618,4.114389372,5.666843171,2.118379004,5.112966074,8.691043495,8.989827344,16.87038863,10.94103281,9.583165456,13.41169744,12.25546209,12.76051358,6.786508102,2.875520773,15.8287124,23.33652254,27.59994286,18.52224119,3.149937123,6.279499619,3.332138014,2.17256175,7.55785506,0.733096502,2.701259706,2.17498109,1.521304525,2.320777953,7.573247133,2.079167236,5.898923452,6.870463027,8.138312316,6.648455355,5.680938271,5.942393578,3.343787763,6.296912599,4.677593607,4.424793352,3.318144442,5.427182216
b0546,ybcM,DLP12 prophage; putative DNA-binding transcriptional regulator,2.073050511,3.630253782,0.957452958,3.243049752,9.458439834,8.741484926,4.114389372,12.2781602,4.236758008,13.29371179,12.41577642,15.98191528,1.687038863,6.252018751,1.369023637,8.047018465,19.25858328,12.76051358,13.5730162,10.06432271,26.78705176,39.30361692,26.3454,18.52224119,1.049979041,4.18633308,1.110712671,4.3451235,3.77892753,3.665482511,2.025944779,2.899974786,5.324565838,5.415148557,5.301272993,4.851390218,8.111019747,4.809324119,6.103734237,3.693586309,7.811290123,5.942393578,13.37515105,5.667221339,4.677593607,2.949862235,4.977216663,3.876558725
b4588,ylcH,"uncharacterized protein, DLP12 prophage",0,0.907563445,0,0,0,0,0,0,0,1.022593215,2.483155284,0,0,0,1.369023637,0,0,0,0,0,1.217593262,1.228238029,1.254542857,2.469632159,2.099958082,0,0,0,2.267356518,0.733096502,0.675314926,0,0.760652263,0,0,0,0,1.374092605,1.356385386,0.738717262,0,0,2.006272658,1.25938252,0.779598935,0,0.82953611,0.775311745
b0547,ybcN,DLP12 prophage; uncharacterized protein,8.292202046,11.79832479,15.31924733,9.729149255,2.364609958,8.741484926,8.228778744,4.722369309,8.473516016,7.158152504,3.724732927,5.99321823,5.061116588,10.94103281,8.214141819,8.047018465,10.50468179,4.785192593,9.04867747,8.62656232,4.870373047,13.51061832,0,11.11334471,7.349853287,2.09316654,2.221425343,7.603966125,4.534713036,1.466193004,5.402519412,7.974930662,3.803261313,3.094370604,6.058597707,9.702780436,13.27257777,6.870463027,2.712770772,8.864607141,11.36187654,9.243723343,7.356333079,9.445368898,0,6.637190028,1.659072221,6.977805706
b0548,ninE,DLP12 prophage; conserved protein,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563004688,0,0,0,0,0,1.437760387,0,0,0,0,0,0,0,0,0,0,0,0.724993697,0,0.773592651,0,0,0.737365432,0,0,0,0.710117284,0,0,0,0,0,0,0
b0549,ybcO,DLP12 prophage; uncharacterized protein,2.073050511,0.907563445,0,0,0,0,0,0,0,0,0,0.998869705,0,0,0,1.341169744,0,0,0,0,0,0,0,0,1.049979041,0,0,0,0.755785506,1.466193004,2.025944779,0,0,0,0,0.693055745,1.474730863,0,0,1.477434523,2.130351852,0,0,0.62969126,0,0,0,0
b0550,rusA,DLP12 prophage; endonuclease RUS,0,2.722690336,0,0,2.364609958,1.942552206,0,1.888947724,1.059189502,0,2.483155284,0.998869705,1.687038863,0,2.738047273,0,0,0,0,1.437760387,0,0,1.254542857,0,2.099958082,1.04658327,1.110712671,4.3451235,1.511571012,1.466193004,2.025944779,0,0.760652263,1.547185302,5.301272993,0.693055745,0.737365432,2.061138908,0.678192693,0,2.130351852,1.980797859,2.006272658,0.62969126,0,0,1.659072221,0.775311745
b4509,ylcG,"uncharacterized protein, DLP12 prophage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086280875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0551,quuD,DLP12 prophage; putative antitermination protein,0,0,0,0,0,0,2.057194686,0,1.059189502,0,2.483155284,0,0,0,0,0,0,0,4.524338735,0,0,1.228238029,1.254542857,0,0,1.04658327,0,0,0,0,0,0,1.521304525,0,1.514649427,0,0.737365432,0,0,0,0,0,1.337515105,0,0,0,0,0
b0552,insH1,IS5 transposase and trans-activator,7.25567679,3.630253782,5.74471775,2.162033168,3.546914938,4.856380515,1.028597343,1.888947724,4.236758008,7.158152504,2.483155284,5.99321823,10.12223318,9.378028127,6.845118183,5.364678977,5.252340895,7.975320988,11.31084684,18.69088503,8.523152833,12.28238029,7.527257144,22.22668943,10.49979041,6.279499619,1.110712671,8.690246999,3.77892753,6.597868519,4.727204485,7.974930662,3.04260905,2.320777953,6.058597707,3.465278727,2.949461726,2.748185211,3.390963465,5.171020832,4.970820988,5.282127625,4.012545316,6.926603859,6.236791476,14.01184561,4.147680552,7.753117451
b0554,essD,DLP12 prophage; putative phage lysis protein,6.219151534,7.260507564,2.872358875,3.243049752,4.729219917,10.68403713,11.31457077,5.666843171,15.88784253,17.38408465,17.38208699,18.97852439,8.435194314,7.815023439,9.583165456,10.72935795,5.252340895,9.570385186,4.524338735,2.875520773,23.13427198,28.24947466,16.30905714,17.28742511,9.44981137,15.69874905,13.32855206,9.776527874,15.11571012,5.864772017,8.103779118,10.87490545,13.69174073,4.641555906,12.11719541,6.237501709,11.7978469,5.496370421,8.81650501,8.125889879,7.811290123,8.58345739,11.3688784,12.5938252,7.795989346,8.849586704,12.44304166,12.40498792
