"","X","Name","Product","ML115_Empty_6hr","ML115_Empty_12hr","ML115_Empty_24hr","ML115_TE_6hr","ML115_TE_12hr","ML115_TE_24hr","LAR1_Empty_6hr","LAR1_Empty_12hr","LAR1_Empty_24hr","LAR1_TE_6hr","LAR1_TE_12hr","LAR1_TE_24hr"
"859","b0891","lolA","lipoprotein chaperone",7.485261964,10.55866628,12.34911957,7.951559687,9.993249625,24.64573498,9.953362256,9.181615235,7.901650221,10.86961533,10.26759371,18.23866941
"860","b0892","rarA","DNA-dependent ATPase involved in processing recombination intermediates at replication forks",3.505181311,4.453025691,3.567146908,4.311170086,4.719185273,5.257044818,3.237048186,6.607533869,4.099107589,5.276221316,5.10463442,8.778007083
"861","b0893","serS","seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine",18.78961904,13.26888593,11.48525857,10.94855024,20.60793426,12.32834748,4.498029165,10.01589587,16.6604644,16.45695906,14.3515666,11.77495978
"862","b0894","dmsA","dimethyl sulfoxide reductase, anaerobic, subunit A",22.69456427,16.45478112,10.46466366,20.0413549,14.08445427,10.17188043,11.83917038,17.36471961,16.37464815,19.7033977,23.94571186,12.62168531
"863","b0895","dmsB","dimethyl sulfoxide reductase, anaerobic, subunit B",3.697132627,4.47135092,1.086488394,5.445451583,2.548312397,0.313635714,2.383315937,5.405755907,3.920944781,2.867157168,6.220894366,3.120840552
"864","b0896","dmsC","dimethyl sulfoxide reductase, anaerobic, subunit C",8.979754655,40.21596598,15.81769868,24.46582641,15.74706635,4.019961923,3.977284359,36.53697178,14.87263017,3.080223324,9.024485646,4.2932617
"865","b0897","ycaC","putative isochorismatase family hydrolase",141.1351446,13.89368695,9.064414341,26.69326273,11.20928659,6.199596473,35.27648066,11.47705284,6.296584522,29.7530086,250.9807231,9.319894414
"866","b0898","ycaD","putative MFS-type transporter",5.48781519,5.538438972,6.419234004,4.815993381,5.915086494,4.907476187,7.014689982,5.630745366,5.032099449,6.594321745,3.635598345,6.339536587
"867","b0899","ycaM","putative transporter",17.31999146,7.282028471,6.389438343,13.07127576,7.803980396,9.27864941,12.01828813,9.0385764,4.244842766,16.00037881,8.68064622,6.247919242
"868","b0900","ycaN","LysR family putative transcriptional regulator",7.417090996,6.851347978,13.68210719,14.48218288,4.719185273,7.700999981,13.93972207,4.709652999,9.289866812,8.724113483,7.409916228,6.069991652
"869","b0901","ycaK","putative NAD(P)H-dependent oxidoreductase",6.69922278,1.295512968,0.755083156,8.007214035,1e-05,0.934330936,18.78124911,0.559141177,2.061969996,9.365766358,3.689250371,2.126539637
"870","b0902","pflA","[formate-C-acetyltransferase 1]-activating enzyme; pyruvate formate-lyase 1-activating enzyme",10.73761668,13.37625875,12.51679199,15.86788299,11.3505723,10.1936461,27.95595479,18.50017751,15.83950191,37.24604665,22.63917902,20.70075952
"871","b0903","pflB","formate C-acetyltransferase 1, anaerobic; pyruvate formate-lyase 1",171.8948128,69.53498359,43.06377728,318.3645922,127.1590381,105.4773668,64.69239996,71.5414907,47.96473375,104.5678256,128.0220645,87.52452338
"872","b0904","focA","formate channel",12.98675723,18.31242587,20.45505178,18.72336655,24.61969314,31.50947885,7.27311296,11.51060562,13.31667971,10.8926918,15.01817703,17.1371676
"873","b0905","ycaO","ribosomal protein S12 methylthiotransferase accessory factor",5.058978223,8.013551276,9.558066639,13.57650418,10.15685381,4.926580662,14.81880988,7.177069037,10.48812103,11.80301561,18.85343008,9.058060735
"874","b0906","ycaP","UPF0702 family putative inner membrane protein",1.309256992,2.28967832,2.255170109,0.335292436,0.797532099,0.924467547,1.863840755,1.817486155,1.862209883,2.298326038,1.171472437,3.947546559
"875","b0907","serC","3-phosphoserine/phosphohydroxythreonine aminotransferase",5.694937977,5.953859965,4.39205612,5.569485759,3.559040973,3.093849863,3.449327329,3.97791186,5.631488032,8.704555534,6.158768799,6.67819434
"876","b0908","aroA","5-enolpyruvylshikimate-3-phosphate synthetase",16.2204767,9.807110427,11.03899275,17.54917375,8.218367621,12.38275519,20.64212994,13.7514711,10.15775781,21.66364126,18.88653049,12.28826181
"877","b0909","ycaL","putative peptidase-related chaperone",17.36470429,15.46560367,15.77017797,13.76254155,12.05601405,25.27692327,12.0699463,12.41845247,10.40749167,9.924255827,10.77091332,15.40539311
"878","b0910","cmk","cytidylate kinase",9.385464726,11.7771797,14.25873478,7.883389369,6.657274538,8.360289311,9.803136083,10.524623,13.01304833,18.37043857,13.66138529,17.39152595
"879","b0911","rpsA","30S ribosomal subunit protein S1",44.11476357,28.4720742,34.5750471,67.55569408,62.67782256,25.94036107,36.25774731,27.16406873,20.14235498,40.42319814,34.0986709,34.05420735
"880","b0912","ihfB","integration host factor (IHF), DNA-binding protein, beta subunit",3.873364508,5.072838801,3.744325595,7.812983934,12.52276874,1.544146089,5.37898779,5.283239569,2.185368432,4.744791574,5.510777082,3.049644043
"881","b0913","ycaI","ComEC family inner membrane protein",52.43939578,43.62870051,41.88917174,56.55942352,40.15554765,37.26212109,51.92267224,37.92648156,34.74731958,48.73326884,48.79100921,40.60338231
"882","b0914","msbA","fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component",15.3511795,20.34717332,14.30346911,26.72040902,7.832246158,12.324825,24.41934347,15.79679824,10.71208732,15.13325701,10.73349346,14.00149048
"883","b0915","lpxK","lipid A 4'kinase",1.473016494,1.038363632,1.549475283,1.73888439,1.195901221,5.85840395,1.603637491,1.065627372,3.214317456,2.857990318,2.64108187,2.531846146
"884","b0916","ycaQ","DUF1006 family protein with C-terminal wHTH domain",5.47939145,8.98482738,9.865748366,7.125121853,4.320419224,6.759072473,3.76941528,9.364079656,12.83735704,7.630307158,9.179518126,8.430148348
"885","b0917","ycaR","peroxide and acid resistance protein, UPF0434 family",4.417921438,2.986769135,4.380767466,6.675703856,5.977720298,2.475189843,1.89420757,2.405798293,2.463262241,3.157133916,3.859563066,3.064464576
"886","b0918","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase",14.08123716,11.44040711,12.85354796,8.583963032,10.51629391,6.796885203,7.754505472,8.185319686,7.452597575,6.238556769,14.42839286,7.229735862
"887","b0919","ycbJ","protein kinase-like domain protein",40.84068892,19.03910649,26.49743184,35.76131472,16.94514772,17.24357379,21.65155485,15.22007997,14.0771421,15.23852973,14.24848413,20.10592028
"888","b0920","ycbC","DUF218 superfamily protein",672.5110415,116.7966143,63.27033858,494.2967101,503.9050499,103.651762,151.0377377,116.0514713,61.43684895,197.5756456,353.6806311,81.58247026
"889","b0921","smtA","putative S-adenosyl-L-methionine-dependent methyltransferase",7.144580764,8.456767503,6.182099757,5.704643914,6.032270497,3.376249055,5.611288665,6.212310063,4.288547011,5.493537258,6.373943127,4.364265564
"890","b0922","mukF","chromosome condensin MukBEF, kleisin-like subunit, binds calcium",2.844055298,3.912493881,2.592863411,3.090630816,2.402068778,3.39370533,4.04794239,4.377262933,5.151523352,5.423322225,3.73683249,4.558972654
"891","b0923","mukE","chromosome condensin MukBEF, MukE localization factor",2.604692059,2.035594713,1.28739059,3.018090483,2.839763853,1.862087508,1.334185839,1.673776982,2.555265628,2.472638973,2.824833579,1.559884377
"892","b0924","mukB","chromosome condensin MukBEF, ATPase and DNA-binding subunit",59.23181393,58.86860787,39.44303047,79.3497936,42.29994057,32.3597283,45.12881807,63.47056322,55.69363463,58.08696023,53.22616024,47.80130087
"893","b0925","ldtD","murein L,D-transpeptidase",16.23578524,31.4885832,31.27606408,23.91033341,30.86179249,29.0216046,35.95386464,32.01782107,38.67622177,37.93681321,25.89325682,30.47603838
"894","b0926","ycbK","M15A protease-related family periplasmic protein",10.88948389,15.91175802,14.70162349,9.093209779,9.242534639,11.15694121,20.88070411,8.663925344,12.52764604,16.80564029,21.48481804,12.8979296
"895","b0927","ycbL","putative metal-binding enzyme",19.27655254,21.55114207,13.4785599,14.1192856,17.28877113,13.86998777,37.30467644,32.20441652,20.07945664,38.74527725,30.81656836,31.76363225
"896","b0928","aspC","aspartate aminotransferase, PLP-dependent",11.3638828,25.14367217,26.89908791,28.59055401,31.50285847,127.6812463,91.7096533,47.78641875,48.36734586,101.8644179,81.66363884,221.6807019
"897","b0929","ompF","outer membrane porin 1a (Ia;b;F)",39.55816445,62.92024609,36.02754575,25.96656496,45.45451014,45.09650769,62.24816049,61.15310508,55.99136456,73.77893908,48.01079253,80.82473309
"898","b0930","asnS","asparaginyl tRNA synthetase",37.57877763,62.2084021,65.28937841,28.45238337,15.81683821,34.91108784,152.9402453,65.11669479,110.1000012,228.5698975,104.5799582,96.39043796
"899","b0931","pncB","nicotinate phosphoribosyltransferase",35.96215051,23.52749336,18.8441105,20.33867532,17.33820842,16.96219127,48.56423162,42.28981063,52.82110197,67.5185089,46.90725906,37.48684498
"900","b0932","pepN","aminopeptidase N",15.58013706,27.7193748,27.40209814,26.98377576,32.22803904,18.80987254,19.75319255,23.75712847,24.32805744,22.59473119,29.4233643,36.88998687
"901","b0933","ssuB","alkanesulfonate transporter subunit",61.75255306,32.6672309,24.72589521,26.24391207,58.4509264,32.33201795,12.36518177,28.12075572,41.82156373,19.60336393,23.24585567,18.31631273
"902","b0934","ssuC","putative alkanesulfonate transporter subunit",1.709902144,0.978905853,1.327056748,1.466014162,0.565542342,3.684953074,2.193177094,2.155548472,9.8603718,1.433578584,2.526568327,1.778873546
"903","b0935","ssuD","alkanesulfonate monooxygenase, FMNH(2)-dependent",3.643996057,8.916172414,6.133284528,26.83799172,58.25707512,103.7020902,7.533316222,7.150203951,20.25834805,4.809042315,24.25732398,238.2407923
"904","b0936","ssuA","aliphatic sulfonate binding protein, SsuABC ABC transporter",7.49156669,8.605696756,7.168245009,7.986323614,8.342645855,16.38009016,3.989071995,5.840635219,10.91121624,4.441060232,13.18915913,58.13247636
"905","b0937","ssuE","NAD(P)H-dependent FMN reductase",43.37255598,38.45107177,19.01235603,40.79842577,35.65689501,19.41914162,19.21954825,26.26915642,19.44441615,20.64072589,39.51330044,27.24904468
"906","b0938","elfA","laminin-binding fimbrin subunit",2.118971036,2.010568925,3.695510365,2.133039262,1.839698541,1.240373764,1.866132252,3.0905567,2.436565368,2.501887385,4.331258151,1.375517988
"907","b0939","elfD","putative periplasmic pilin chaperone",7.172852228,5.193676539,4.925084979,2.765652117,8.330593714,5.53842733,7.503798349,4.437540004,5.050662352,11.68328767,4.295290939,4.648438389
"908","b0940","elfC","putative outer membrane fimbrial subunit export usher protein",19.80367713,30.50403409,20.74664254,23.12481273,18.54437598,28.64111097,20.5975116,27.22285107,29.36323885,23.21987046,24.03877601,29.1961268
"909","b0941","elfG","putative fimbrial-like adhesin protein",27.96474401,15.19184176,22.36980886,21.06456285,13.43431274,12.04117198,20.65960484,12.28283141,14.25656729,18.19340742,21.93157654,11.89456846
"910","b0942","ycbU","putative fimbriae protein",1.818874377,1.616115001,1.902248534,0.335292436,1.440932491,0.613102335,2.692209863,1.430149922,1.991138382,2.263999623,1.851716641,0.975377821
"911","b0943","ycbV","putative fimbrial-like adhesin protein",2.218169983,2.576695626,0.83084009,0.421759716,1.672525321,0.30870402,1.880466716,0.748087554,0.932252424,3.537534842,1.649963269,0.597183495
"912","b0944","ycbF","putative periplasmic pilin chaperone",128.8470009,82.99344898,68.5914252,95.77685737,71.8798843,36.11075053,34.21263756,42.72740255,32.99889529,47.36740144,45.58611768,18.17583803
"913","b0945","pyrD","dihydro-orotate oxidase, FMN-linked",3.428228027,8.136101667,5.512852894,3.495099424,3.597969998,7.08977746,7.399805992,4.383464717,4.8315999,5.521248182,6.477268811,3.885418293
"914","b0946","zapC","FtsZ stabilizer",20.41505549,11.91841541,15.32957012,41.90750028,24.6191007,9.850025843,17.43782246,7.59627227,4.949360029,20.13636179,11.67876332,5.095492984
"915","b0947","ycbX","6-N-hydroxylaminopurine detoxification oxidoreductase",134.855558,189.5055542,219.3082265,147.7877541,73.52652542,118.4897395,296.2512,177.5520186,172.7796903,240.5051686,211.7087463,116.9987829
"916","b0948","rlmL","fused 23S rRNA m(2)G2445 and m(7)G2069 methyltransferase, SAM-dependent",19.73564802,37.25948285,38.57487972,25.4454842,19.55470762,25.26298578,23.71855715,32.98759664,39.56744217,21.07155073,21.40892569,32.10368719
"917","b0949","uup","putative transporter subunit of ABC superfamily: ATP-binding component",3.542678095,7.588363995,10.00904345,8.550009346,9.978620399,5.53310679,2.963607152,10.15321221,14.88701785,6.168341736,7.292004811,5.840661784
"918","b0950","pqiA","paraquat-inducible, SoxRS-regulated inner membrane protein",4.500820871,9.281332814,9.721947774,6.468463928,9.18009635,15.13416055,4.073050199,8.836400625,12.49199911,6.427693525,5.414532636,9.510113656
"919","b0951","pqiB","paraquat-inducible, SoxRS-regulated MCE domain protein",3.655118889,7.533830324,8.739445493,6.748702749,4.679462393,3.680256681,10.18379231,12.04813299,13.39241516,15.43191627,9.540817213,9.309168427
"920","b0952","pqiC","DUF330 family putative lipoprotein",13.76090411,11.26702117,13.39322912,11.03898242,7.37655166,7.420635992,52.16204696,21.333983,27.15277645,112.060652,40.09417213,38.58770895
"921","b0953","rmf","ribosome modulation factor",42.60328154,66.00389777,71.19671642,161.4022146,134.5563618,32.82320128,168.5240879,82.42328673,55.17718955,215.5746405,76.99592367,68.33776231
"922","b0954","fabA","beta-hydroxydecanoyl thioester dehydrase",44.3215852,161.830232,227.4065322,159.1623387,542.5641955,627.9724376,43.90427917,84.82058497,154.490746,74.32766665,133.0300369,152.8487102
"923","b0955","ycbZ","putative peptidase",170.9276301,136.8541637,144.2319003,99.01824964,159.6198582,219.5669931,110.3694446,124.6706292,107.2156723,112.0215616,123.519573,115.2482613
"924","b0956","matP","Ter macrodomain organizer matS-binding protein",16.777063,14.89412898,10.16920088,12.66379468,12.90511976,5.219471076,17.52536179,35.38759801,13.12684972,17.39142857,30.09247525,18.17105697
"925","b0957","ompA","outer membrane protein A (3a;II*;G;d)",116.2758579,66.81163563,103.4465585,249.9764927,348.6830915,208.8872828,113.1037663,61.42522372,73.01014646,117.0348887,97.93899808,76.8568658
"926","b0958","sulA","SOS cell division inhibitor",38.12418368,45.76103586,87.90855551,25.48263208,27.61339319,135.6349817,45.030423,43.94929959,59.45704467,68.5104248,40.6576697,131.7440279
"927","b0959","sxy","CRP-S-dependent promoter expression factor",13.28286745,12.66441374,9.372311983,24.69162624,4.872920051,2.766043212,23.05369412,10.46981764,9.093326003,11.60197499,7.392908802,7.219202519
"928","b0960","yccS","putative transporter, FUSC superfamily inner membrane protein, tandem domains",194.8096744,177.3273561,165.3980652,133.9580759,99.14390561,119.7208721,121.7124252,232.9367946,234.9423776,135.2749632,202.0449672,254.1332833
"929","b0961","yccF","DUF307 family inner membrane protein",1.179167138,1.820507118,2.246021038,2.686357819,2.003302729,4.923054492,3.759490879,8.113152456,7.884658641,8.238077165,7.272874485,10.77158261
"930","b0962","helD","DNA helicase IV",95.21370039,42.90016151,51.17129363,110.7349941,108.5297478,36.64854262,42.33307734,48.29323017,47.85393179,51.24547317,40.42798231,29.55895484
"931","b0963","mgsA","methylglyoxal synthase",74.1756802,48.78509369,28.19836399,40.69829449,43.45294422,30.75584843,34.59999535,69.44615436,44.06701011,26.31848283,66.43287592,37.28823599
"932","b0964","yccT","UPF0319 family protein",14.21964101,27.37503626,24.78549358,12.88543401,7.084703276,23.16053392,28.84370496,40.85101081,42.77299446,27.45590329,41.37959286,41.16394019
"933","b0965","yccU","putative CoA-binding protein",2.908837356,5.595760212,4.474822543,4.653635504,15.75916232,9.88494208,5.057374883,3.594066683,5.619487775,3.683460938,5.551160632,12.0498637
"934","b0966","hspQ","heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein",59.2580187,50.05458788,64.36432082,71.45284287,63.16317244,63.57568262,28.20988476,62.01928541,45.63894033,17.27680335,41.94019746,17.90281714
"935","b0967","rlmI","23S rRNA m(5)C1962 methyltransferase, SAM-dependent",57.23904341,59.92371117,54.79145419,77.01307418,59.59549593,38.81855277,37.79752644,55.78727868,47.97855267,26.47318247,46.94501902,27.54069592
"936","b0968","yccX","weak acylphosphatase",42.84452007,22.72246063,29.8506625,84.52610469,42.95504001,25.89064606,69.58376226,26.95229398,40.22485097,43.8332073,36.78765175,35.77468009
"937","b0969","tusE","mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase",89.70609183,212.7160618,204.9773162,92.73649113,118.8242778,81.71882908,37.60984444,122.744215,161.9893746,37.3851912,45.97808932,20.77004574
"938","b0970","yccA","HflBKC-binding inner membrane protein, UPF0005 family",5.104682025,7.3732764,14.41325092,5.967200405,8.779944004,8.322947183,5.374495325,5.672666445,12.94512957,6.321744894,5.332143326,3.560769839
"939","b0971","serT","Ser tRNA",1e-05,0.236118466,1e-05,1e-05,1e-05,1e-05,0.277678168,1e-05,0.173263936,1e-05,1e-05,0.18436639
"940","b0972","hyaA","hydrogenase 1, small subunit",8.910097067,11.48460539,10.95173125,7.675481372,8.522860591,9.891125755,10.93581612,11.01206674,12.44305795,10.13933365,7.369734575,11.77339412
"941","b0973","hyaB","hydrogenase 1, large subunit",17.07498322,17.59736992,21.04003943,17.95325113,11.81098278,14.15199442,23.86797652,14.82964284,19.39662913,13.56581714,15.78604582,18.11195145
"942","b0974","hyaC","hydrogenase 1, b-type cytochrome subunit",9.882141418,6.608528953,4.426007313,4.798506661,3.37981561,4.939105242,5.093256037,3.412818259,4.360841704,4.543443629,2.691634815,5.668386383
"943","b0975","hyaD","hydrogenase 1 maturation protease",4.545312199,5.553698472,3.260327879,4.414718963,1.836526436,2.153959399,2.42233753,5.583092297,5.548856856,1.944436506,3.465840952,4.583287375
"944","b0976","hyaE","putative HyaA chaperone",1.05877092,0.257149336,0.514514802,1e-05,1.88929083,0.931669744,0.26249476,0.53132558,1.519748994,0.91014088,0.489678692,0.207384028
"945","b0977","hyaF","protein involved in nickel incorporation into hydrogenase-1 proteins",1.159399063,2.967514718,1.400100998,3.775547756,1.196298148,4.615606139,4.269296991,1.087770718,2.971793228,3.867126381,2.530240767,4.857974026
"946","b0978","cbdA","cytochrome bd-II oxidase, subunit I",5.895756038,14.82205354,9.252881682,10.08414039,8.33237952,3.378910246,7.724138659,15.49942632,11.72090212,8.517662818,6.330057674,12.36804873
"947","b0979","cbdB","cytochrome bd-II oxidase, subunit II",5.910706006,4.605589778,1.330274942,8.66346684,7.265314936,4.310189301,7.286433132,9.037221037,3.377783649,4.634416139,4.492798511,6.021612121
"948","b4592","cbdX","putative cytochrome bd-II oxidase subunit",0.497145007,0.985606413,0.249717426,0.390751172,0.797135171,0.307059507,1e-05,1e-05,1e-05,1e-05,1e-05,0.553099169
"949","b0980","appA","phosphoanhydride phosphorylase",11.77450052,8.04013916,9.633466387,9.503636007,4.522952437,3.390418148,6.709357177,6.525923158,4.73314211,9.628813685,7.330668282,5.02253817
"950","b0981","etk","tyrosine-protein kinase, role in O-antigen capsule formation",32.6084556,56.42748606,72.19993543,35.09734163,30.84264612,35.78592213,42.48843173,51.21758923,57.57409938,44.28209931,52.90369516,54.44997085
"951","b0982","etp","Protein-tyrosine-phosphatase, role in O-antigen capsule formation; dephosphorylates Etk-P",3.534722671,4.231237536,2.693422466,3.609171548,3.754876882,6.48528469,6.447711359,5.605905981,6.692885442,5.606987667,9.044848658,6.789806575
"952","b0983","gfcE","putative O-antigen capsule outer membrane auxillary protein export channel",10.26414654,21.31081967,10.31264428,13.1068104,15.32003454,12.31910824,10.20322043,18.20048028,15.89250509,10.97076856,18.81796258,12.93343153
"953","b0984","gfcD","putative O-antigen capsule production periplasmic protein",66.67995514,86.36139801,67.25808648,45.87001217,56.27767269,71.81526419,50.12808855,57.41284224,56.53030556,50.87493972,63.59255927,74.65639209
"954","b0985","gfcC","putative O-antigen capsule production periplasmic protein",3.512477007,9.102535588,9.692360975,3.574603232,2.892528246,8.93691081,10.13824209,3.426593315,6.725204831,12.01235559,8.069341387,18.05119575
"955","b0986","gfcB","O-antigen capsule production lipoprotein",2.800913516,3.259961433,3.180995564,3.560676286,4.113920051,8.925556452,5.628590639,4.31528915,6.540587619,6.749414691,3.886611631,8.186877098
"956","b0987","gfcA","O-antigen capsule production threonine-rich inner membrane protein",20.98064561,10.80013223,10.06321646,17.21668428,31.02801428,19.4066152,11.04448145,9.889608303,7.750184286,10.11792497,12.33815712,15.9313801
"957","b4516","insA","IS1 repressor TnpA",17.36718188,24.00586175,27.76995839,26.83814779,24.82639373,43.43251809,131.0745016,38.36393223,42.70519725,62.9084461,28.06516933,45.23071815
"958","b0988","insB1","IS1 transposase B",170.3624179,199.3102908,149.5850458,192.651824,172.9925696,199.0680366,324.2182899,218.049877,189.6880243,217.8716603,163.4711565,141.4227484
"959","b0989","cspH","stress protein, member of the CspA-family",10.10074561,4.126652287,3.47002196,4.740102784,10.11792479,34.74989437,5.979646598,2.480786242,3.916045909,7.098201503,3.648189433,1.360890099
"960","b0990","cspG","cold shock protein homolog, cold-inducible",3.988504393,1.77138473,1.811054464,2.039608509,3.188937613,3.703037183,1.354883584,1.434871662,0.560060262,1.630499724,2.924633135,0.999467256
"961","b0991","ymcE","cold shock gene",10.45183249,0.236118466,0.529594751,1.769892933,0.565542342,0.92673805,1.049130098,1.457015008,1.139314619,1.076799736,3.768223749,0.985911165
"962","b4517","gnsA","putative phosphatidylethanolamine synthesis regulator",7.334744308,1e-05,1e-05,1.849801861,1e-05,1e-05,1.066432073,0.370194801,0.931420537,0.69775064,3.150995322,0.391750417
"963","b0992","yccM","putative 4Fe-4S membrane protein",22.75125894,14.64404029,11.61919572,9.97424267,11.98509523,15.42462139,45.09370346,15.84004387,13.55086927,45.03821727,14.49622779,11.32165903
"964","b0993","torS","hybrid sensory histidine kinase in two-component regulatory system with TorR",108.9877192,104.1318704,150.4187357,69.31896557,116.4793389,275.5476523,67.98554912,85.590594,82.57944344,61.93175509,100.3610203,85.29817468
"965","b0994","torT","periplasmic sensory protein associated with the TorRS two-component regulatory system",21.83058562,15.30228031,13.08789584,19.52616443,27.87305368,21.59588152,12.0984423,15.14651232,22.05310463,23.69733577,10.7402892,22.20807728
"966","b0995","torR","response regulator in two-component regulatory system with TorS",15.9167122,6.983810385,8.070346954,9.524067869,3.754479954,8.013617173,18.74766704,11.11204957,10.46348932,22.2268547,16.13797403,15.84659485
"967","b0996","torC","trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit",10.22417216,8.168821006,3.868392247,12.60579592,7.52735626,4.317546886,6.440333786,7.562659743,7.078741638,8.346239199,4.779448857,4.497823641
"968","b0997","torA","trimethylamine N-oxide (TMAO) reductase I, catalytic subunit",10.41477394,16.03301965,8.167114714,7.592012672,3.637295951,8.60926139,17.72559038,11.50882928,13.890404,12.71422572,9.089898888,10.14191993
"969","b0998","torD","TorA-maturation chaperone",88.74569606,435.1926697,178.9548788,63.18067449,146.8791744,40.17823135,35.08639912,302.4846769,228.3392879,35.44254655,86.78202437,33.33683678
"970","b0999","cbpM","modulator of CbpA co-chaperone",4.613921393,8.236837724,7.72600135,4.017409439,7.800411365,3.996553587,5.614256175,3.705518692,4.297111476,5.990302627,5.824518277,7.055710172
"971","b1000","cbpA","DnaK co-chaperone; curved DNA-binding protein",7.024622772,18.50356259,7.974856078,10.37892079,14.06011064,8.634077094,2.97896349,13.55001447,8.737016178,6.030568617,5.021268929,5.345881525
"972","b1001","yccE","uncharacterized protein",2.516837446,0.236118466,1.710495409,2.039608509,0.39876605,0.307059507,0.804786255,0.188946377,0.76629057,0.907927478,1.191578943,0.18436639
"973","b1002","agp","glucose-1-phosphatase/inositol phosphatase",110.4890294,81.99852239,85.25326408,65.87741338,144.9330656,20.67571968,20.19305746,143.6798685,116.4580401,16.9424804,188.0998173,18.24980474
"974","b1003","yccJ","uncharacterized protein",5.289337645,10.38591859,6.523368441,18.79925714,18.94234817,2.153959399,1.898024022,7.321058384,6.199682263,2.292386463,5.995935406,5.179399072
"975","b1004","wrbA","NAD(P)H:quinone oxidoreductase",3.873944586,8.454630963,7.995650991,11.55036406,11.232002,4.934173548,2.656584042,6.248278717,8.372849741,5.834171092,8.625847476,10.40227189
"976","b4518","ymdF","KGG family protein",2.194574773,191.0082669,254.3294348,59.79419009,204.8601335,112.0749162,0.785786395,85.70089399,80.44963453,0.525651107,5.029888783,4.061595593
"977","b1006","rutG","pyrimidine permease",15.42755271,164.9263954,238.2463396,19.9169156,61.64556678,91.36544201,15.86150188,40.25578625,94.32209599,9.341629306,12.66321443,28.22429778
"978","b1007","rutF","flavin:NADH reductase",17.5076251,17.83669983,21.20977776,10.9046345,18.90833064,16.63955346,14.27032804,12.42070953,13.48704163,8.357982127,15.23605854,9.456735802
"979","b1008","rutE","putative malonic semialdehyde reductase",15.68079529,20.10441809,25.89714834,8.903193623,9.99994693,15.11388401,15.30741517,17.65576981,17.34454933,11.24337013,12.63662427,18.67207537
"980","b1009","rutD","putative aminoacrylate hydrolase, reactive intermediate detoxification",7.27332107,10.44602739,12.45289681,4.369783473,9.062515419,12.91044675,10.75264175,15.11458038,13.8396092,8.182993275,9.098848894,20.70075952
"981","b1010","rutC","putative aminoacrylate deaminase, reactive intermediate detoxification; weak enamine/imine deaminase activity",3.87358601,3.923253161,7.040238738,7.000526484,8.91413548,6.177989882,4.034622218,7.769698062,5.764684212,5.318725425,6.006866757,5.382688555
"982","b1011","rutB","ureidoacrylate amidohydrolase",5.519007249,10.6202606,10.09359227,8.708402329,6.804312011,12.6212379,9.381124626,10.23198751,9.732890588,13.31537159,10.53077104,11.81711778
"983","b1012","rutA","pyrimidine oxygenase, FMN-dependent",2.683074538,8.599501499,10.57737407,5.500505199,6.49367035,6.793833324,8.09274434,10.47128299,7.235938332,10.25601133,8.716888,14.2263325
"984","b1013","rutR","rut operon transcriptional repressor for",4.94317861,2.996111537,2.718008675,8.103394318,5.826168252,3.993264562,3.736080955,4.71275389,4.270707751,4.259431174,2.459880109,3.902390436
"985","b1014","putA","fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase",45.20586245,69.56550742,89.17371443,19.21832077,43.13719224,75.65286927,58.84795209,89.93588846,108.1666257,65.75706936,88.22243574,144.1767262
"986","b1015","putP","proline:sodium symporter",1.547270685,5.256263847,5.192736311,3.225383849,4.434034195,9.852838735,2.689069424,2.865021583,7.021867203,4.936449054,2.495676783,6.007184892
"987","b1018","efeO","inactive ferrous ion transporter EfeUOB",1.983983426,3.411596331,3.226592599,0.670584872,0.797532099,0.304398316,4.019694142,3.467094089,4.317137458,5.762886834,4.661964487,3.2832611
"988","b1019","efeB","deferrrochelatase, periplasmic",7.164127335,27.41938026,35.93312644,4.269847805,16.71216859,15.10691712,4.587093445,31.11321592,25.1101088,5.614641747,7.33134567,17.56158984
"989","b1020","phoH","ATP-binding protein; putative PhoH family P-loop ATPase",6.349896336,9.848452505,8.76653552,3.595244602,17.26466942,13.91249505,23.83794798,7.257604556,10.10300427,10.30447974,8.577174225,7.180485194
"990","b1021","pgaD","biofilm PGA synthase PgaCD, regulatory subunit; c-di-GMP-stimulated activity and dimerization",7.786987095,9.03445507,5.913868274,2.153680632,23.7284863,32.66623989,2.910003343,12.61698313,7.983758449,3.331422134,9.000439264,3.653266337
"991","b1022","pgaC","biofilm PGA synthase PgaCD, catalytic subunit; poly-beta-1,6-N-acetyl-D-glucosamine synthase; c-di-GMP-stimulated activity and dimerization",5.149833081,28.21579026,21.52302612,12.91979282,24.62147895,59.79796302,9.917654033,12.10396993,10.78487586,6.21016993,15.52752805,8.936341102
"992","b1023","pgaB","poly-beta-1,6-N-acetyl-D-glucosamine (PGA) N-deacetylase outer membrane export lipoprotein",3.559667427,10.07651734,12.15793954,4.190343998,7.10880498,25.2762899,5.639536914,11.05264714,11.00174076,10.09310337,13.50852512,12.24388428
